seed,beta,train_bounded_nll,test_bounded_nll,train_0_1,test_0_1,kl_over_n,kl_raw,pbb_risk_ce_bound,pbb_risk_01_bound
42,0,0.9544530338987731,0.06610521674156189,0.9983168395771912,0.469375,0.0012575533390045165,10.060426712036133,0.9676578732851153,0.9998487784647476
