Sample_size,Beta,BCE_Train,BCE_Test,0-1_Train,0-1_Test,EMA_BCE_Train,EMA_BCE_Test,EMA_0-1_Train,EMA_0-1_Test
2000,0.0,0.5028703101617665,0.49859160586878065,0.5061440116973875,0.5016718245160898,0.5028703101617665,0.49859160586878065,0.5061440116973875,0.5016718245160898
2000,125,0.4828834831140613,0.49699696518757686,0.4873640778315978,0.5015545125741298,0.4828834831140613,0.49699696518757686,0.4873640778315978,0.5015545125741298
2000,250,0.48926198471955995,0.497665798998551,0.4943850080230876,0.5028194987365127,0.48926198471955995,0.497665798998551,0.4943850080230876,0.5028194987365127
2000,500,0.48777625708509836,0.496502957312919,0.4929533792407437,0.5013762836741786,0.48777625708509836,0.496502957312919,0.4929533792407437,0.5013762836741786
2000,1000,0.4473275504329463,0.496693904787124,0.4520565697438741,0.5006734400416873,0.4473275504329463,0.496693904787124,0.4520565697438741,0.5006734400416873
2000,2000,0.41798222522913403,0.49768380547999536,0.42147209869947844,0.5019459631033583,0.41798222522913403,0.49768380547999536,0.42147209869947844,0.5019459631033583
2000,4000,0.3657409095314045,0.5006765841600106,0.3705462408712612,0.5058694028030326,0.3657409095314045,0.5006765841600106,0.3705462408712612,0.5058694028030326
2000,8000,0.24214451107453328,0.4891029639808985,0.24438958042328798,0.4968770077090343,0.24214451107453328,0.4891029639808985,0.24438958042328798,0.4968770077090343
2000,16000,0.21100040568301184,0.4956727457423044,0.21032566821153284,0.5048292814371185,0.21100040568301184,0.4956727457423044,0.21032566821153284,0.5048292814371185

Summary:,"Annealed LMC has been run with the following parameters:
  - Device: cpu
  - Loss function: SAVAGE
  - l_max: 4.0
  - Network architecture: FCN1L
  - Number of hidden layers: 1
  - Width of hidden layers: 500
  - Dataset type: mnist
  - Random labels: True
  - Training set size: 2000
  - Test set size: 9786
  - Minimum steps per beta: 500
  - Number of Batches: 1
  - Beta values (annealed): [0.0, 125, 250, 500, 1000, 2000, 4000, 8000, 16000]
  - Learning rate (a0): 0.01
  - Learning rate decay (b): 0.5
  - Gaussian prior sigma: 0.5
  - alpha_average: 0.01
  - alpha_stop: 0.00025
  - eta: 0.1
  - eps: 1e-07
  - Number of epochs per beta: [0, 14159, 574, 500, 10391, 12280, 16481, 79201, 37063]
"
