Sample_size,Beta,BCE_Train,BCE_Test,0-1_Train,0-1_Test,EMA_BCE_Train,EMA_BCE_Test,EMA_0-1_Train,EMA_0-1_Test
2000,0.0,0.5014994144439697,0.4942133128643036,0.5015000104904175,0.49424999952316284,0.5060453287364551,0.5016834737022093,0.5060642812064474,0.5017108403490685
2000,125,0.48577725887298584,0.5024397571881613,0.48649999499320984,0.5032065908114115,0.4826163943473689,0.5014401359539334,0.483875818087345,0.5025837913779632
2000,250,0.48929473757743835,0.5044880310694376,0.49000000953674316,0.5068959494431814,0.48926198415324923,0.5039526352354038,0.4909714995668969,0.5056968260072783
2000,500,0.45302852988243103,0.49749823411305744,0.45649999380111694,0.501769224802653,0.4509408058968079,0.49712215878217764,0.45495945117368447,0.5011028448718734
2000,1000,0.3986508548259735,0.48089316487312317,0.4129999876022339,0.4937837819258372,0.39578733389314974,0.480708424960746,0.40745746443347447,0.49263505438668864
2000,2000,0.3102668523788452,0.46448089679082233,0.335999995470047,0.49543391664822894,0.30619522167566365,0.4644319682073609,0.3307600965180624,0.4954365992563305
2000,4000,0.19576044380664825,0.44920087854067486,0.22699999809265137,0.49697311719258624,0.19612441460188887,0.4480818210422565,0.22418365035786084,0.4970307555213913
2000,8000,0.06462767720222473,0.45335498452186584,0.07649999856948853,0.49613017837206524,0.06392781379480274,0.45412632209178333,0.07238645035183733,0.49864681853405096
2000,16000,0.025965580716729164,0.44567973415056866,0.023499999195337296,0.5051893393198649,0.026047435913565342,0.44558435975975436,0.022824278438192028,0.5036693924929765

Summary:,"The LMC has been run with the following parameters:
  - Device: cpu
  - Loss function: SAVAGE
  - l_max: 4.0
  - Network architecture: FCN1L
  - Number of hidden layers: 1
  - Width of hidden layers: 500
  - Dataset type: mnist
  - Random labels: True
  - Training set size: 2000
  - Test set size: 9786
  - Minimum epochs: 500
  - Number of Batches: 1
  - Beta values: [0.0, 125, 250, 500, 1000, 2000, 4000, 8000, 16000]
  - Learning rate (a0): 0.01
  - Learning rate decay (b): 0.5
  - Gaussian prior sigma: 5.0
 -  alpha_average: 0.01
 -  alpha_stop: 0.00025
 -  eta: 0.1
 -  eps: 1e-07
 -  Gradient norm: [[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0]]
 -  Number of epochs per beta: [1000, 14487, 13126, 13279, 15070, 15925, 24121, 51419, 60136]
 -  Variance of EMA Train BCE losses: [0.00010313628567859556, 1.896778162055468e-05, 7.644805222140061e-06, 1.793291697824162e-05, 8.466760637981796e-06, 9.533619581378328e-06, 3.6622194387186946e-06, 8.616924795932027e-07, 2.4300641712792816e-07]
 -  Variance of EMA Test BCE losses: [0.7483136922140846, 2.7959219940976165e-05, 2.928627573361986e-05, 6.424642166158456e-05, 1.713197433719782e-05, 1.4813664002882865e-05, 9.247442374488157e-06, 2.4222544166840887e-06, 4.503547599843394e-06]
"
