Sample_size,Beta,BCE_Train,BCE_Test,0-1_Train,0-1_Test,EMA_BCE_Train,EMA_BCE_Test,EMA_0-1_Train,EMA_0-1_Test
8000,0.0,1.8499822616577148,2.1087806224823,0.46000000834465027,0.5249999761581421,2.0002843977212907,2.006833899259567,0.49774999618530275,0.499394999563694
8000,500,0.7251145824790001,0.7639076855447557,0.5006249964237213,0.49466666181882224,1.9711560612916947,2.0454979429244995,0.492274996727705,0.5106399999724494
8000,1000,0.7048544235527515,0.7177589231067234,0.5106249984353781,0.5071111102898915,1.8370209903120995,1.9805776699913873,0.4690399971306324,0.5045599987241957
8000,2000,0.6958351165056229,0.700753100713094,0.49399999976158143,0.4957777718702952,1.4247694039046765,1.7881717677646214,0.4117799982205033,0.5013644429047902
8000,4000,0.697014944255352,0.6950325462553236,0.5151249963790179,0.49444444444444446,1.0502897073924542,1.3704561782413058,0.4018999989330769,0.5048533319897122
8000,8000,0.6951880797743797,0.7925026257832845,0.4232499971985817,0.5005555576748318,0.7689808018399137,1.0992881845671032,0.36274999996381146,0.4941428552733527
8000,16000,0.42775928061455487,1.286616603533427,0.1927499994635582,0.5082222183545431,0.38484175491083245,1.3325198585035825,0.17105823890173766,0.5073068166019941
8000,32000,0.2364153491333127,1.20349942445755,0.08862499997485429,0.49499999748335943,0.2597795683707969,1.2007884377358007,0.10149387244714936,0.49924400778637473
8000,64000,0.055116012855432925,1.6080389102300008,0.010499999858438969,0.5015555567211575,0.07452802993422157,1.5463022679075098,0.013953488219507731,0.5029384998018427

Summary:,"The LMC has been run with the following parameters:
  - Device: cpu
  - Loss function: BBCE
  - l_max: 4.0
  - Network architecture: FCN2L
  - Number of hidden layers: 2
  - Width of hidden layers: 1500
  - Dataset type: cifar10
  - Dataset name: CIFAR-10
  - Selected classes/groups: [[0, 1, 8, 9], [2, 3, 4, 5, 6, 7]]
  - Random labels: 1
  - Training set size: 8000
  - Test set size: 9000
  - Minimum epochs: 2000
  - Number of Batches: 80
  - Beta values: [0.0, 500, 1000, 2000, 4000, 8000, 16000, 32000, 64000]
  - Learning rate (a0): 0.005
  - Learning rate decay (b): 0.5
  - Gaussian prior sigma: 5.0
 -  alpha_average: 0.01
 -  alpha_stop: 0.00025
 -  eta: 36
 -  eps: -1e-07
 -  Seed: 6
 -  Gradient norm: [4.649557606200607e-41, 5.761369991691783, 12.311654531707056, 14.146990587472915, 15.331963077545167, 13.772854193278722, 12.08637135001746, 8.737907050842164, 5.514001344982968]
 -  Number of epochs per beta: [1000, 25, 25, 25, 25, 35, 88, 102, 215]
 -  Variance of EMA Train BCE losses: [0.03968881533788782, 0.03919986623331173, 0.04069718390085164, 0.03743204392527044, 0.038765015407706827, 0.022257974980761763, 0.020056127804841645, 0.010327518501659305, 0.004153890520555143]
 -  Variance of EMA Test BCE losses: [0.019745966177915797, 0.01751968434279494, 0.019473226272580746, 0.02356141305567716, 0.025287108016410098, 0.022958772304775277, 0.02560983777318171, 0.024974367093469008, 0.02047595109591782]
"
