Sample_size,Beta,BCE_Train,BCE_Test,0-1_Train,0-1_Test,EMA_BCE_Train,EMA_BCE_Test,EMA_0-1_Train,EMA_0-1_Test
50,0.0,0.5,0.6000000238418579,0.5,0.6000000238418579,0.5006883151829242,0.6186636879444122,0.500699999421835,0.6186600052118302
50,3,0.45899826288223267,0.4999982863664627,0.46000000834465027,0.5,0.5024877518003953,0.5413738181845763,0.5071745800508017,0.546048527668626
50,6,0.3999998867511749,0.4199272096157074,0.4000000059604645,0.41999998688697815,0.40093903175736406,0.4713910453872134,0.4062295347786388,0.47670304564651006
50,12,0.29969680309295654,0.4251345992088318,0.30000001192092896,0.4300000071525574,0.3745201260889029,0.46008262893427493,0.3812391086846534,0.46829965298262705
50,25,0.4138430058956146,0.4953259527683258,0.41999998688697815,0.5,0.42313732906159957,0.42853417318174364,0.43635395412269107,0.4458651230592827
50,50,0.32592177391052246,0.5067373365163803,0.3400000035762787,0.5300000011920929,0.3371174089607167,0.44715323508604166,0.38119359520943813,0.5071803189953895
50,100,0.37000367045402527,0.4702867567539215,0.41999998688697815,0.510000005364418,0.32065147014717493,0.4141454270966649,0.3712640088635589,0.483062679401375
50,200,0.24936452507972717,0.34516602754592896,0.2800000011920929,0.4399999976158142,0.22299505636970895,0.3050016026221356,0.29864068654163434,0.4225037303686762
50,400,0.18529671430587769,0.32261432707309723,0.25999999046325684,0.44999998807907104,0.18904806227938142,0.3062211934542235,0.25315651666788763,0.43940276047080995

Summary:,"The LMC has been run with the following parameters:
  - Device: cpu
  - Loss function: SAVAGE
  - l_max: 4.0
  - Network architecture: FCN1L
  - Number of hidden layers: 1
  - Width of hidden layers: 100
  - Dataset type: synth
  - Random labels: True
  - Training set size: 50
  - Test set size: 100
  - Minimum epochs: 2000
  - Number of Batches: 1
  - Beta values: [0.0, 3, 6, 12, 25, 50, 100, 200, 400]
  - Learning rate (a0): 0.001
  - Learning rate decay (b): 0.5
  - Gaussian prior sigma: 5.0
 -  alpha_average: 0.01
 -  alpha_stop: 0.0001
 -  eta: 0.1
 -  eps: 1e-07
 -  Gradient norm: [0.0008458931714792296, 0.9856140779406984, 0.4341535254937077, 0.21660349990023792, 0.19228845235124134, 0.2306464927933377, 0.22550203671495278, 0.2216790740211061, 0.1438906605113285]
 -  Number of epochs per beta: [1000, 22379, 23273, 26971, 24037, 21850, 33647, 46906, 46263]
 -  Variance of EMA Train BCE losses: [3.475535297242649e-05, 0.0014810080694856453, 0.00040928632666323295, 0.0013769835744810999, 0.00279613832488243, 0.0014916928470743163, 0.00041301144791514033, 0.00023785452245992517, 6.123799858300666e-05]
 -  Variance of EMA Test BCE losses: [5.041461509075473e-05, 0.004736661956900312, 0.002527284489227344, 0.0027398913838433125, 0.003731389845856359, 0.003294738310281542, 0.004215231476128761, 0.000869793037369504, 0.00042024708019429424]
"
