Index,Beta,BCE_Train,BCE_Test,0-1_Train,0-1_Test,EMA_BCE_Train,EMA_BCE_Test,EMA_0-1_Train,EMA_0-1_Test
0,0.0,0.17081977427005768,0.17054037749767303,0.5,0.5059999823570251,0.9585409887135029,0.9585270188748837,0.9750000000000001,0.9752999991178513
1,500,0.3182482123374939,0.4987553060054779,0.3240000009536743,0.5040000081062317,0.3178180992545248,0.499001121495206,0.32257345581124164,0.5033022242919125
